sku,precio_reales
10100.0,"3.719,00"
15743.0,"2.469,00"
12002.0,"2.469,00"
8217.0,"2.989,00"
10141.0,"2.329,00"
11428.0,"2.469,00"
6299.0,"1.939,00"
7155.0,"2.469,00"
6565.0,"1.939,00"
9764.0,"1.939,00"
9750.0,"1.939,00"
12240.0,"2.469,00"
15744.0,"2.329,00"
458.0,"2.329,00"
8008.0,"2.329,00"
2842.0,"2.469,00"
15835.0,"4.969,00"
2941.0,"1.939,00"
7518.0,"2.329,00"
9958.0,"2.469,00"
6313.0,"1.939,00"
12242.0,"899,00"
15355.0,"1.939,00"
7575.0,"2.469,00"
13334.0,"2.989,00"
7097.0,"1.939,00"
15728.0,"2.469,00"
12227.0,"2.329,00"
9455.0,"649,00"
2844.0,"2.469,00"
5173.0,"1.939,00"
9666.0,"1.939,00"
1261.0,"1.939,00"
9456.0,"769,00"
1421.0,"1.939,00"
940.0,"1.939,00"
381.0,"619,00"
15385.0,"1.939,00"
13165.0,"2.569,00"
13164.0,"1.769,00"
13431.0,"2.329,00"
13417.0,"3.289,00"
13430.0,"2.469,00"
2784.0,"2.469,00"
270.0,"1.939,00"
1253.0,"1.939,00"
12605.0,"2.329,00"
10842.0,"1.939,00"
9384.0,"2.469,00"
3037.0,"1.939,00"
9762.0,"2.469,00"
13446.0,"1.939,00"
821.0,"1.939,00"
9862.0,"1.939,00"
13068.0,"2.399,00"
263.0,"1.939,00"
256.0,"1.939,00"
2690.0,"2.469,00"
5424.0,"2.329,00"
11822.0,"1.939,00"
1263.0,"2.329,00"
898.0,"619,00"
9147.0,"2.329,00"
9386.0,"1.939,00"
9385.0,"2.329,00"
12479.0,"2.329,00"
3013.0,"1.939,00"
1430.0,"2.329,00"
13445.0,"2.329,00"
7225.0,"2.469,00"
12801.0,"2.329,00"
13444.0,"2.469,00"
12086.0,"2.469,00"
12241.0,"2.329,00"
8064.0,"2.329,00"
8583.0,"2.469,00"
8905.0,"2.469,00"
8264.0,0
10644.0,"2.469,00"
5926.0,0
9916.0,"2.469,00"
9918.0,"1.939,00"
3889.0,"2.619,00"
886.0,"2.329,00"
11024.0,"1.619,00"
459.0,"1.939,00"
7504.0,"2.329,00"
1414.0,"2.329,00"
13333.0,"2.879,00"
6300.0,"2.329,00"
13291.0,"2.329,00"
13292.0,"1.939,00"
7069.0,"1.939,00"
9036.0,"1.939,00"
7573.0,"1.939,00"
9035.0,"2.329,00"
3661.0,"1.939,00"
9106.0,"1.939,00"
10505.0,"2.329,00"
3252.0,"2.329,00"
4417.0,"1.619,00"
6943.0,"1.939,00"
2916.0,"2.329,00"
11906.0,"1.939,00"
13374.0,"2.469,00"
4044.0,"2.329,00"
13388.0,"3.689,00"
10520.0,"1.939,00"
6719.0,"1.939,00"
2656.0,"769,00"
1075.0,"2.329,00"
6665.0,"2.469,00"
15745.0,"1.939,00"
4560.0,"2.329,00"
9007.0,"2.329,00"
7685.0,"1.939,00"
7589.0,"2.469,00"
7337.0,"2.469,00"
513.0,"1.939,00"
8596.0,"2.329,00"
424.0,"619,00"
7113.0,"2.469,00"
8610.0,"2.329,00"
6440.0,"2.329,00"
12984.0,"1.939,00"
5281.0,"1.939,00"
9763.0,"2.329,00"
2778.0,"2.469,00"
13305.0,"2.329,00"
9748.0,"2.469,00"
9777.0,"2.329,00"
10477.0,"2.329,00"
8877.0,"2.469,00"
9720.0,"2.469,00"
6469.0,"2.469,00"
10786.0,"1.939,00"
13487.0,"3.869,00"
17199.0,"979,00"
9749.0,"2.329,00"
3216.0,"2.329,00"
7323.0,"2.469,00"
10042.0,"2.469,00"
7505.0,"659,00"
11821.0,"2.329,00"
6818.0,"2.329,00"
3805.0,"1.939,00"
6453.0,"1.939,00"
15700.0,"1.939,00"
11849.0,"2.329,00"
9189.0,"2.329,00"
8105.0,"1.939,00"
8275.0,"2.469,00"
12324.0,"2.469,00"
7503.0,"1.939,00"
472.0,"2.329,00"
12689.0,"2.329,00"
2817.0,"2.469,00"
793.0,"1.939,00"
13166.0,"2.689,00"
8093.0,"2.469,00"
9049.0,"2.329,00"
15698.0,"2.469,00"
11974.0,"2.469,00"
242.0,"1.939,00"
2684.0,"2.469,00"
9008.0,"1.939,00"
4477.0,"1.939,00"
7981.0,"2.469,00"
13376.0,"3.589,00"
13375.0,"3.479,00"
10756.0,"2.469,00"
13332.0,"2.729,00"
10757.0,"2.329,00"
9202.0,"2.469,00"
13346.0,"2.469,00"
12410.0,"1.939,00"
13360.0,"2.469,00"
13362.0,"2.989,00"
823.0,"2.329,00"
12311.0,"2.329,00"
9021.0,"2.329,00"
5925.0,0
9960.0,"2.879,00"
7309.0,"2.469,00"
13361.0,"2.879,00"
8343.0,"1.939,00"
3228.0,"2.329,00"
13458.0,"2.469,00"
900.0,"2.329,00"
3396.0,"2.329,00"
893.0,"2.329,00"
13472.0,"3.689,00"
13152.0,"2.689,00"
9791.0,"2.329,00"
7308.0,"2.329,00"
2889.0,"2.469,00"
10548.0,"1.939,00"
7490.0,"2.329,00"
3084.0,"2.329,00"
11456.0,"2.469,00"
7125.0,"1.939,00"
12198.0,"2.469,00"
2715.0,"2.469,00"
10547.0,"2.329,00"
1533.0,"1.939,00"
10702.0,"1.939,00"
466.0,"1.939,00"
10504.0,"2.469,00"
10254.0,"3.719,00"
10546.0,"2.469,00"
961.0,"1.939,00"
2965.0,"769,00"
11668.0,"1.939,00"
3853.0,"2.619,00"
12228.0,"1.939,00"
7531.0,"1.939,00"
7826.0,"2.329,00"
5039.0,"2.469,00"
7335.0,"1.939,00"
5458.0,"2.329,00"
12423.0,"2.329,00"
12156.0,"2.469,00"
15833.0,"2.469,00"
8357.0,"1.939,00"
13416.0,"2.469,00"
10562.0,"1.939,00"
9792.0,"1.939,00"
7587.0,"1.939,00"
7546.0,"2.329,00"
12003.0,"2.329,00"
3155.0,"2.469,00"
3143.0,"2.469,00"
12116.0,"1.939,00"
12004.0,"1.939,00"
15714.0,"2.329,00"
17170.0,"1.939,00"
13290.0,"2.469,00"
11904.0,"2.469,00"
4093.0,"1.939,00"
779.0,"1.939,00"
5017.0,"1.939,00"
9511.0,"2.329,00"
431.0,"569,00"
11737.0,"2.329,00"
221.0,"1.939,00"
5220.0,"2.329,00"
255.0,"2.329,00"
13318.0,"2.469,00"
410.0,"1.939,00"
3625.0,"1.939,00"
17168.0,"2.469,00"
13137.0,"3.129,00"
1429.0,"1.939,00"
13136.0,"2.469,00"
430.0,"469,00"
2681.0,"2.469,00"
11766.0,"1.939,00"
11835.0,"2.329,00"
3096.0,"2.329,00"
767.0,"2.329,00"
5219.0,"2.469,00"
15563.0,"2.469,00"
12255.0,"2.329,00"
15548.0,"2.469,00"
11750.0,"2.469,00"
11722.0,"2.469,00"
12366.0,"2.469,00"
2793.0,"2.469,00"
2790.0,"2.469,00"
2791.0,"2.469,00"
4476.0,"2.329,00"
3048.0,"2.329,00"
12717.0,"2.329,00"
9120.0,"1.939,00"
5148.0,"2.329,00"
7420.0,"2.329,00"
2703.0,"2.469,00"
7405.0,"1.939,00"
7406.0,"2.329,00"
402.0,"2.329,00"
949.0,"2.329,00"
228.0,"1.939,00"
2789.0,"449,00"
907.0,"2.329,00"
8037.0,"2.469,00"
12620.0,"1.939,00"
13320.0,"1.939,00"
17183.0,"2.469,00"
3049.0,"1.939,00"
3098.0,"1.939,00"
781.0,"2.329,00"
3793.0,"1.939,00"
7210.0,"2.329,00"
10492.0,"1.939,00"
9651.0,"2.329,00"
2704.0,"2.469,00"
2776.0,"2.469,00"
8194.0,0
8180.0,0
8236.0,0
968.0,"1.939,00"
2822.0,"2.469,00"
12115.0,"2.329,00"
12338.0,"2.469,00"
12339.0,"2.329,00"
12340.0,"1.939,00"
7088.0,0
13122.0,"1.769,00"
15715.0,"1.939,00"
5280.0,"2.329,00"
8120.0,"2.329,00"
10043.0,"2.819,00"
10044.0,"1.939,00"
9048.0,"2.469,00"
3217.0,"1.939,00"
8945.0,"1.939,00"
2779.0,"2.469,00"
9203.0,"2.329,00"
7869.0,"2.469,00"
9650.0,"569,00"
9917.0,"2.819,00"
4403.0,"2.469,00"
4415.0,"2.469,00"
8133.0,"1.939,00"
8147.0,"1.939,00"
3577.0,"1.939,00"
2846.0,"2.469,00"
11442.0,"2.469,00"
9259.0,"2.329,00"
8581.0,"1.939,00"
10758.0,"1.939,00"
935.0,"2.329,00"
928.0,"2.329,00"
143.0,"2.329,00"
933.0,"1.939,00"
5099.0,"2.469,00"
1073.0,"1.939,00"
6707.0,"2.469,00"
8651.0,"1.939,00"
11723.0,"2.329,00"
12284.0,"1.939,00"
3229.0,"1.939,00"
4837.0,"1.939,00"
4813.0,"1.939,00"
13319.0,"2.329,00"
12270.0,"1.939,00"
7533.0,"2.469,00"
5172.0,"2.329,00"
5160.0,"409,00"
10701.0,"2.329,00"
4992.0,"2.329,00"
10687.0,"2.329,00"
7644.0,"2.329,00"
9554.0,"1.939,00"
515.0,"2.329,00"
7547.0,"2.469,00"
8637.0,"1.939,00"
9665.0,"599,00"
95.0,"1.939,00"
4033.0,"1.669,00"
4045.0,"1.879,00"
12310.0,"2.469,00"
2964.0,"639,00"
7643.0,"1.939,00"
12087.0,"2.329,00"
2859.0,"2.469,00"
15639.0,"2.329,00"
12100.0,"2.469,00"
15820.0,"6.049,00"
9482.0,"2.469,00"
15668.0,"2.469,00"
12394.0,"2.469,00"
5113.0,"1.939,00"
10716.0,"1.939,00"
807.0,"1.939,00"
7377.0,"1.939,00"
5111.0,"2.469,00"
8653.0,"2.469,00"
8639.0,"2.469,00"
3877.0,"1.939,00"
3949.0,"1.939,00"
947.0,"1.939,00"
12996.0,"2.469,00"
905.0,"1.939,00"
12283.0,"2.329,00"
1773.0,"1.939,00"
1774.0,"2.329,00"
8582.0,"2.329,00"
12298.0,"1.939,00"
3948.0,"2.329,00"
3865.0,"1.939,00"
13347.0,"2.329,00"
12438.0,"1.939,00"
3936.0,"2.329,00"
14202.0,"1.939,00"
12998.0,"1.939,00"
3445.0,"1.939,00"
5040.0,"2.329,00"
11862.0,"2.469,00"
5221.0,"1.939,00"
15818.0,"2.469,00"
11514.0,"1.939,00"
11878.0,"1.939,00"
8021.0,"1.939,00"
3132.0,"2.329,00"
15834.0,"2.329,00"
7994.0,"2.329,00"
8427.0,"1.939,00"
7841.0,"2.469,00"
8035.0,"1.939,00"
8050.0,"2.329,00"
7980.0,"2.329,00"
8078.0,"2.329,00"
11850.0,"1.939,00"
11962.0,"699,00"
10617.0,"2.329,00"
13473.0,"3.869,00"
8779.0,"2.469,00"
10618.0,"1.939,00"
12256.0,"1.939,00"
7909.0,"1.939,00"
5159.0,"2.469,00"
11444.0,"1.939,00"
165.0,"1.939,00"
8316.0,"2.329,00"
12828.0,"2.469,00"
4872.0,"2.329,00"
9050.0,"1.939,00"
9876.0,"1.939,00"
1637.0,"1.939,00"
2953.0,"1.939,00"
15713.0,"2.469,00"
7937.0,"1.939,00"
2890.0,"2.469,00"
10098.0,"2.469,00"
9539.0,"2.329,00"
9567.0,"2.329,00"
12368.0,"1.939,00"
13011.0,"2.329,00"
6257.0,0
3240.0,"2.329,00"
10841.0,"2.329,00"
5171.0,"2.469,00"
3589.0,"1.939,00"
5065.0,"1.939,00"
7895.0,"1.939,00"
7897.0,"2.469,00"
3528.0,"2.329,00"
157.0,"2.329,00"
10602.0,"2.469,00"
2775.0,"2.469,00"
12396.0,"1.939,00"
11486.0,"1.939,00"
10491.0,"2.329,00"
11010.0,"1.939,00"
3972.0,"2.329,00"
2748.0,"2.469,00"
3383.0,"2.469,00"
3888.0,"2.329,00"
3973.0,"1.939,00"
7561.0,"2.469,00"
800.0,"1.939,00"
12702.0,"2.469,00"
10002.0,"3.719,00"
9734.0,"2.469,00"
9776.0,"2.469,00"
9790.0,"2.469,00"
5233.0,"1.939,00"
15805.0,"6.049,00"
15803.0,"5.609,00"
15788.0,"2.469,00"
2863.0,"2.469,00"
15804.0,"5.919,00"
8371.0,"1.939,00"
15789.0,"4.739,00"
1574.0,"2.329,00"
2860.0,"2.469,00"
6539.0,"2.469,00"
6441.0,"2.469,00"
12718.0,"1.939,00"
10532.0,"2.469,00"
10784.0,"2.469,00"
10785.0,"2.329,00"
2917.0,"1.939,00"
12970.0,"1.939,00"
830.0,"319,00"
828.0,"1.939,00"
13459.0,"3.869,00"
6566.0,"2.329,00"
8036.0,"2.329,00"
8092.0,"2.329,00"
8023.0,"2.469,00"
13402.0,"2.469,00"
8063.0,"1.939,00"
9148.0,"1.939,00"
8624.0,"2.329,00"
4416.0,"2.329,00"
8079.0,"2.469,00"
12354.0,"1.939,00"
4055.0,"2.469,00"
4056.0,"1.349,00"
11022.0,"2.469,00"
4080.0,"2.329,00"
8331.0,"2.469,00"
7419.0,"1.939,00"
12830.0,"1.939,00"
11386.0,"2.469,00"
1582.0,"2.329,00"
7883.0,"2.469,00"
7911.0,"2.469,00"
11023.0,"2.329,00"
12997.0,"2.329,00"
14201.0,"2.329,00"
14200.0,"2.469,00"
2864.0,"2.469,00"
12326.0,"1.939,00"
8065.0,"2.469,00"
4428.0,"2.329,00"
7924.0,"2.329,00"
7910.0,"2.329,00"
5124.0,"2.329,00"
15819.0,"5.919,00"
12704.0,"1.939,00"
12703.0,"2.329,00"
802.0,"2.329,00"
4165.0,"1.619,00"
10015.0,"2.329,00"
11654.0,"1.939,00"
11653.0,"2.329,00"
3684.0,"2.329,00"
10715.0,"2.329,00"
7840.0,"2.329,00"
3133.0,"1.939,00"
5064.0,"2.329,00"
7854.0,"2.329,00"
12157.0,"2.329,00"
11905.0,"2.329,00"
12353.0,"2.329,00"
10966.0,"2.469,00"
10967.0,"2.329,00"
10968.0,"1.939,00"
13151.0,"3.129,00"
11765.0,"2.329,00"
1742.0,"2.329,00"
4081.0,"1.879,00"
4079.0,"2.469,00"
5063.0,"2.469,00"
6439.0,"1.939,00"
4475.0,"2.469,00"
3253.0,"1.939,00"
11358.0,"2.469,00"
11359.0,"2.329,00"
11752.0,"1.939,00"
2780.0,"2.469,00"
8049.0,"1.939,00"
15578.0,"2.469,00"
11360.0,"1.939,00"
3491.0,"2.469,00"
10000.0,"3.439,00"
158.0,"1.939,00"
12312.0,"1.939,00"
8317.0,"2.469,00"
12016.0,"2.469,00"
11373.0,"2.329,00"
15579.0,"2.329,00"
12018.0,"1.939,00"
8315.0,"1.939,00"
15580.0,"1.939,00"
12017.0,"2.329,00"
4091.0,"2.469,00"
4115.0,"2.469,00"
4103.0,"2.469,00"
10603.0,"2.329,00"
8625.0,"2.469,00"
10604.0,"1.939,00"
12494.0,"1.939,00"
11500.0,"1.939,00"
5112.0,"2.329,00"
4284.0,"2.329,00"
4283.0,"2.469,00"
3492.0,"2.329,00"
5123.0,"2.469,00"
14215.0,"2.329,00"
7995.0,"2.469,00"
8051.0,"2.469,00"
1066.0,"1.939,00"
837.0,"319,00"
844.0,"2.329,00"
10714.0,"2.469,00"
4117.0,"1.939,00"
4429.0,"1.939,00"
3984.0,"1.759,00"
12395.0,"2.329,00"
12367.0,"2.329,00"
1573.0,"1.939,00"
2861.0,"2.469,00"
835.0,"1.939,00"
9890.0,"1.939,00"
5231.0,"2.469,00"
5243.0,"2.469,00"
12578.0,"1.939,00"
7307.0,"1.939,00"
1558.0,"2.329,00"
1542.0,"2.329,00"
7952.0,"2.329,00"
7938.0,"2.329,00"
7896.0,"2.329,00"
7882.0,"2.329,00"
8919.0,"2.469,00"
8638.0,"2.329,00"
12144.0,"1.939,00"
13572.0,"1.939,00"
8022.0,"2.329,00"
9608.0,"2.469,00"
109.0,"1.939,00"
8946.0,"2.329,00"
15595.0,"1.939,00"
15625.0,"1.939,00"
13403.0,"3.869,00"
15610.0,"1.939,00"
10646.0,"1.939,00"
3708.0,"2.329,00"
3709.0,"1.939,00"
3995.0,"2.469,00"
858.0,"319,00"
12213.0,"2.329,00"
12716.0,"2.469,00"
12983.0,"2.329,00"
11834.0,"2.469,00"
17485.0,"1.939,00"
17484.0,"2.329,00"
9524.0,"2.469,00"
12212.0,"2.469,00"
3901.0,"1.939,00"
9889.0,"2.329,00"
9652.0,"619,00"
8807.0,"2.469,00"
3792.0,"1.759,00"
3791.0,"2.469,00"
7855.0,"2.469,00"
7953.0,"2.469,00"
7939.0,"2.469,00"
8077.0,"1.939,00"
2782.0,"2.469,00"
12814.0,"2.469,00"
12352.0,"2.469,00"
3527.0,"2.469,00"
1781.0,"1.939,00"
15505.0,"1.939,00"
3997.0,"1.879,00"
15503.0,"2.469,00"
15504.0,"2.329,00"
15520.0,"1.939,00"
12269.0,"2.329,00"
15640.0,"1.939,00"
11458.0,"1.939,00"
15638.0,"2.469,00"
9245.0,"2.329,00"
15654.0,"2.329,00"
8889.0,"1.939,00"
8917.0,"1.939,00"
2871.0,"2.469,00"
4811.0,"2.469,00"
11792.0,"2.469,00"
11793.0,"2.329,00"
9609.0,"2.329,00"
10982.0,"1.939,00"
12634.0,"1.939,00"
10980.0,"2.469,00"
6467.0,"1.939,00"
7489.0,"1.939,00"
3912.0,"2.329,00"
12437.0,"2.329,00"
12436.0,"2.469,00"
10490.0,"2.469,00"
15519.0,"2.329,00"
9875.0,"2.329,00"
9874.0,"2.469,00"
8372.0,"2.329,00"
8373.0,"2.469,00"
7491.0,"2.469,00"
9888.0,"2.469,00"
5245.0,"1.939,00"
4824.0,"2.329,00"
4823.0,"2.469,00"
11388.0,"1.939,00"
11764.0,"2.469,00"
4105.0,"1.939,00"
11751.0,"2.329,00"
12816.0,"1.939,00"
849.0,"1.939,00"
856.0,"1.939,00"
851.0,"319,00"
863.0,"1.939,00"
1534.0,"2.329,00"
12158.0,"1.939,00"
14061.0,"2.329,00"
12968.0,"2.469,00"
12982.0,"2.469,00"
2858.0,"2.469,00"
10686.0,"2.469,00"
2854.0,"2.469,00"
12646.0,"2.469,00"
772.0,"1.939,00"
7867.0,"1.939,00"
108.0,"2.329,00"
12297.0,"2.329,00"
11443.0,"2.329,00"
9736.0,"1.939,00"
9735.0,"2.329,00"
5041.0,"1.939,00"
5101.0,"1.939,00"
12829.0,"2.329,00"
11346.0,"1.939,00"
3239.0,"2.469,00"
5100.0,"2.329,00"
4309.0,"1.939,00"
4321.0,"1.939,00"
11372.0,"2.469,00"
12199.0,"2.329,00"
1693.0,"1.939,00"
1669.0,"1.939,00"
1661.0,"1.939,00"
11387.0,"2.329,00"
11374.0,"1.939,00"
3493.0,"1.939,00"
8793.0,"2.469,00"
1549.0,"1.939,00"
7545.0,"829,00"
3683.0,"2.469,00"
13222.0,"1.939,00"
8806.0,"2.329,00"
4825.0,"1.939,00"
3156.0,"2.329,00"
9568.0,"1.939,00"
3144.0,"2.329,00"
3145.0,"1.939,00"
5244.0,"2.329,00"
4548.0,"2.329,00"
4129.0,"1.669,00"
4835.0,"2.469,00"
3385.0,"1.939,00"
3384.0,"2.329,00"
14214.0,"2.469,00"
14216.0,"1.939,00"
1782.0,"2.329,00"
13879.0,"2.329,00"
9483.0,"2.329,00"
3505.0,"1.939,00"
7993.0,"1.939,00"
11344.0,"2.469,00"
11345.0,"2.329,00"
15518.0,"2.469,00"
5446.0,"2.329,00"
11038.0,"1.939,00"
12675.0,"2.329,00"
11136.0,"1.939,00"
14075.0,"2.329,00"
14074.0,"2.469,00"
9162.0,"1.939,00"
9820.0,"1.939,00"
12815.0,"2.329,00"
4427.0,"2.469,00"
774.0,"2.329,00"
3925.0,"1.939,00"
4092.0,"2.329,00"
4175.0,"2.469,00"
4440.0,"2.329,00"
4187.0,"2.469,00"
4163.0,"2.469,00"
3157.0,"1.939,00"
3265.0,"1.939,00"
10560.0,"2.469,00"
4643.0,"2.469,00"
4655.0,"2.469,00"
11094.0,"1.939,00"
8918.0,"2.329,00"
9526.0,"1.939,00"
11696.0,"1.939,00"
2809.0,"2.469,00"
4032.0,"1.759,00"
3863.0,"2.469,00"
9819.0,"2.329,00"
9818.0,"2.469,00"
11555.0,"2.329,00"
865.0,"2.329,00"
14076.0,"1.939,00"
12632.0,"2.469,00"
14034.0,"1.939,00"
3517.0,"1.939,00"
13865.0,"2.329,00"
13880.0,"1.939,00"
3899.0,"2.469,00"
3900.0,"2.329,00"
3829.0,"1.939,00"
13864.0,"2.469,00"
3757.0,"1.939,00"
10590.0,"1.939,00"
13866.0,"1.939,00"
11694.0,"2.469,00"
10589.0,"2.329,00"
10575.0,"2.329,00"
3444.0,"2.329,00"
3443.0,"2.469,00"
8778.0,"2.329,00"
11036.0,"2.469,00"
11092.0,"2.469,00"
11612.0,"1.939,00"
13010.0,"2.469,00"
13012.0,"1.939,00"
11134.0,"2.469,00"
12101.0,"2.329,00"
7979.0,"1.939,00"
8091.0,"1.939,00"
9832.0,"2.469,00"
9258.0,"2.469,00"
10645.0,"2.329,00"
11037.0,"2.329,00"
11836.0,"1.939,00"
9484.0,"1.939,00"
2872.0,"2.469,00"
11610.0,"2.469,00"
11596.0,"2.469,00"
4333.0,"1.939,00"
12690.0,"1.989,00"
14062.0,"1.939,00"
3685.0,"1.939,00"
5232.0,"2.329,00"
12059.0,"2.329,00"
10561.0,"2.329,00"
14244.0,"1.939,00"
4405.0,"1.939,00"
4381.0,"1.939,00"
11498.0,"2.469,00"
11499.0,"2.329,00"
12186.0,"1.939,00"
4404.0,"2.329,00"
12088.0,"1.939,00"
4657.0,"1.939,00"
4645.0,"1.939,00"
13894.0,"1.939,00"
14258.0,"1.939,00"
14047.0,"2.329,00"
3575.0,"2.469,00"
3588.0,"2.329,00"
3576.0,"2.329,00"
4043.0,"2.469,00"
14242.0,"2.469,00"
12200.0,"1.939,00"
1605.0,"1.939,00"
11695.0,"2.329,00"
11680.0,"2.469,00"
1501.0,"1.939,00"
12676.0,"1.989,00"
10576.0,"1.939,00"
3947.0,"2.469,00"
13655.0,"2.329,00"
7601.0,"1.939,00"
9806.0,"1.939,00"
13893.0,"2.329,00"
13878.0,"2.469,00"
15430.0,"1.939,00"
1646.0,"2.329,00"
1725.0,"1.939,00"
1701.0,"1.939,00"
1645.0,"1.939,00"
9595.0,"2.329,00"
15429.0,"2.329,00"
5921.0,0
14243.0,"2.329,00"
12129.0,"2.329,00"
10688.0,"1.939,00"
9161.0,"2.329,00"
2781.0,"2.469,00"
809.0,"2.329,00"
13206.0,"2.469,00"
13208.0,"1.939,00"
3996.0,"2.329,00"
13207.0,"2.329,00"
1526.0,"2.329,00"
4993.0,"1.939,00"
5161.0,"1.939,00"
5149.0,"1.939,00"
4057.0,"1.669,00"
3875.0,"2.469,00"
3887.0,"2.469,00"
13654.0,"2.469,00"
7588.0,"2.329,00"
12492.0,"2.469,00"
13669.0,"2.329,00"
3251.0,"2.469,00"
1622.0,"2.329,00"
9244.0,"2.469,00"
13026.0,"1.939,00"
12046.0,"1.939,00"
13892.0,"2.469,00"
14256.0,"2.469,00"
3529.0,"1.939,00"
11626.0,"1.939,00"
14257.0,"2.329,00"
1621.0,"1.939,00"
12172.0,"1.939,00"
14060.0,"2.469,00"
1629.0,"1.939,00"
3767.0,"2.469,00"
3755.0,"2.469,00"
3768.0,"2.329,00"
3769.0,"1.939,00"
3756.0,"1.759,00"
3780.0,"2.329,00"
3781.0,"1.939,00"
13236.0,"1.939,00"
1469.0,"1.939,00"
1518.0,"2.329,00"
1510.0,"2.329,00"
2873.0,"2.469,00"
11640.0,"1.939,00"
2877.0,"2.469,00"
15428.0,"2.469,00"
13613.0,"2.329,00"
13752.0,"2.469,00"
13794.0,"2.469,00"
4020.0,"2.329,00"
11877.0,"2.329,00"
11569.0,"2.329,00"
13040.0,"1.939,00"
13038.0,"2.469,00"
13054.0,"1.939,00"
15263.0,"2.469,00"
13670.0,"1.939,00"
13753.0,"2.329,00"
13599.0,"2.329,00"
13809.0,"2.329,00"
13556.0,"2.469,00"
13584.0,"2.469,00"
13570.0,"2.469,00"
15278.0,"2.469,00"
13542.0,"2.469,00"
14032.0,"2.469,00"
3263.0,"2.469,00"
14033.0,"2.329,00"
6538.0,"2.329,00"
11681.0,"2.329,00"
14102.0,"2.469,00"
13684.0,"1.939,00"
13516.0,"1.939,00"
13656.0,"1.939,00"
13767.0,"2.329,00"
14048.0,"1.939,00"
13795.0,"2.329,00"
1494.0,"2.329,00"
14286.0,"1.939,00"
13598.0,"2.469,00"
13612.0,"2.469,00"
13766.0,"2.469,00"
13796.0,"1.939,00"
13768.0,"1.939,00"
13600.0,"1.939,00"
14103.0,"2.329,00"
13780.0,"2.469,00"
14104.0,"1.939,00"
13754.0,"1.939,00"
9693.0,"2.329,00"
7448.0,"2.329,00"
7449.0,"2.469,00"
7447.0,"1.939,00"
11848.0,"2.469,00"
13726.0,"1.939,00"
3961.0,"1.939,00"
9721.0,"2.329,00"
11876.0,"2.469,00"
12031.0,"2.329,00"
11485.0,"2.329,00"
13724.0,"2.469,00"
13725.0,"2.329,00"
13641.0,"2.329,00"
13781.0,"2.329,00"
13627.0,"2.329,00"
1613.0,"1.939,00"
15264.0,"2.329,00"
13543.0,"2.329,00"
9706.0,"2.469,00"
12058.0,"2.469,00"
15279.0,"2.329,00"
13571.0,"2.329,00"
13782.0,"1.939,00"
13628.0,"1.939,00"
11652.0,"2.469,00"
7925.0,"2.469,00"
7923.0,"1.939,00"
13668.0,"2.469,00"
14046.0,"2.469,00"
921.0,"2.329,00"
12674.0,"2.469,00"
14118.0,"1.939,00"
13544.0,"1.939,00"
14090.0,"1.939,00"
13739.0,"2.329,00"
13557.0,"2.329,00"
2880.0,"2.469,00"
1709.0,"1.939,00"
1710.0,"2.329,00"
10588.0,"2.469,00"
12214.0,"1.939,00"
13263.0,"2.329,00"
7839.0,"1.939,00"
13264.0,"1.939,00"
12102.0,"1.939,00"
3456.0,"2.329,00"
9525.0,"2.329,00"
5436.0,"2.329,00"
5435.0,"1.939,00"
4009.0,"1.669,00"
9860.0,"2.469,00"
9861.0,"2.329,00"
11135.0,"2.329,00"
15594.0,"2.329,00"
15623.0,"2.469,00"
15624.0,"2.329,00"
1638.0,"2.329,00"
8904.0,"2.329,00"
1541.0,"1.939,00"
3911.0,"2.469,00"
4439.0,"2.469,00"
11107.0,"2.329,00"
11666.0,"2.469,00"
15593.0,"2.469,00"
6679.0,"2.469,00"
11106.0,"2.469,00"
11120.0,"2.469,00"
11121.0,"2.329,00"
11108.0,"1.939,00"
2853.0,"2.469,00"
3455.0,"2.469,00"
12128.0,"2.469,00"
1525.0,"1.939,00"
9833.0,"2.329,00"
11988.0,"2.469,00"
4297.0,"1.939,00"
1557.0,"1.939,00"
1702.0,"2.329,00"
6693.0,"2.469,00"
10996.0,"1.939,00"
4345.0,"1.939,00"
3457.0,"1.939,00"
4331.0,"2.469,00"
9638.0,"1.939,00"
4213.0,"1.939,00"
4249.0,"1.939,00"
4127.0,"2.469,00"
3935.0,"2.469,00"
11583.0,"2.329,00"
13053.0,"2.329,00"
13025.0,"2.329,00"
15609.0,"2.329,00"
3864.0,"2.329,00"
1597.0,"1.939,00"
1589.0,"1.939,00"
4031.0,"2.469,00"
12688.0,"2.469,00"
15460.0,"1.939,00"
15445.0,"1.939,00"
4547.0,"2.469,00"
3876.0,"2.329,00"
12648.0,"1.939,00"
2856.0,"2.469,00"
15655.0,"1.939,00"
3503.0,"2.469,00"
3504.0,"2.329,00"
9624.0,"1.939,00"
9596.0,"749,00"
1678.0,"2.329,00"
1654.0,"2.329,00"
2874.0,"2.469,00"
2808.0,"2.469,00"
12647.0,"2.329,00"
11064.0,"2.469,00"
11066.0,"1.939,00"
11122.0,"1.939,00"
13642.0,"1.939,00"
13852.0,"1.939,00"
13614.0,"1.939,00"
15280.0,"1.939,00"
15265.0,"1.939,00"
13640.0,"2.469,00"
13838.0,"1.939,00"
914.0,"2.329,00"
4344.0,"2.329,00"
12633.0,"2.329,00"
